2019-01-16 00:01:01,139 INFO  [TableMetadata]  - columns: [firstname, pin, registrationdate, id]
2019-01-16 00:01:01,139 INFO  [TableMetadata]  - foreign keys: []
2019-01-16 00:01:01,139 INFO  [TableMetadata]  - indexes: [sys_idx_sys_pk_10076_10078, sys_idx_sys_ct_10077_10079]
2019-01-16 00:01:01,146 INFO  [TableMetadata]  - table found: PUBLIC.PUBLIC.PERSON_CAR
2019-01-16 00:01:01,146 INFO  [TableMetadata]  - columns: [cars_id, person_id]
2019-01-16 00:01:01,146 INFO  [TableMetadata]  - foreign keys: [fk9f49fbeafc3020a, fk9f49fbea2b751bbf]
2019-01-16 00:01:01,146 INFO  [TableMetadata]  - indexes: [sys_idx_sys_ct_10082_10084, sys_idx_10101, sys_idx_10103]
2019-01-16 00:01:01,152 INFO  [TableMetadata]  - table found: PUBLIC.PUBLIC.PRODUCER
2019-01-16 00:01:01,152 INFO  [TableMetadata]  - columns: [name, id]
2019-01-16 00:01:01,153 INFO  [TableMetadata]  - foreign keys: []
2019-01-16 00:01:01,153 INFO  [TableMetadata]  - indexes: [sys_idx_sys_pk_10122_10123]
2019-01-16 00:01:01,161 INFO  [TableMetadata]  - table found: PUBLIC.PUBLIC.PRODUCER_SOCK
2019-01-16 00:01:01,162 INFO  [TableMetadata]  - columns: [producer_id, socklist_id]
2019-01-16 00:01:01,162 INFO  [TableMetadata]  - foreign keys: [fk88026c518c13615f, fk88026c51834bbb41]
2019-01-16 00:01:01,162 INFO  [TableMetadata]  - indexes: [sys_idx_10141, sys_idx_sys_ct_10126_10128, sys_idx_10139]
2019-01-16 00:01:01,168 INFO  [TableMetadata]  - table found: PUBLIC.PUBLIC.SOCK
2019-01-16 00:01:01,168 INFO  [TableMetadata]  - columns: [price, name, cotton, id, label_id, dateofproduction]
2019-01-16 00:01:01,168 INFO  [TableMetadata]  - foreign keys: [fk2767e4abc8de75]
2019-01-16 00:01:01,168 INFO  [TableMetadata]  - indexes: [sys_idx_10143, sys_idx_sys_ct_10131_10133, sys_idx_sys_pk_10130_10132]
2019-01-16 00:01:01,177 INFO  [TableMetadata]  - table found: PUBLIC.PUBLIC.SOCK_WEARER
2019-01-16 00:01:01,177 INFO  [TableMetadata]  - columns: [wearerlist_id, sock_id]
2019-01-16 00:01:01,177 INFO  [TableMetadata]  - foreign keys: [fk2f356147ebfd6901, fk2f3561476ec5d69f]
2019-01-16 00:01:01,177 INFO  [TableMetadata]  - indexes: [sys_idx_10145, sys_idx_10147]
2019-01-16 00:01:01,183 INFO  [TableMetadata]  - table found: PUBLIC.PUBLIC.WEARER
2019-01-16 00:01:01,183 INFO  [TableMetadata]  - columns: [firstname, id, lastname]
2019-01-16 00:01:01,183 INFO  [TableMetadata]  - foreign keys: []
2019-01-16 00:01:01,183 INFO  [TableMetadata]  - indexes: [sys_idx_sys_pk_10137_10138]
2019-01-16 00:01:01,500 INFO  [SessionFactoryImpl]  - closing
